Country/Region,Commodity,Season,Area Harvested,Closing Stocks,Crush,Domestic Supply,Domestic Utilization,Exports (ITY),Exports (NMY),Extraction Rate,Feed Use,Food Use,Imports (ITY),Imports (NMY),Industrial Use,Opening Stocks,Other Uses,Per Capita Food Use,Production,Production Paddy,Residual,Seeds,Stocks to Use Ratio,Supply,Total Supply,Total Utilization,Trade,Yield,Next_Year_Production
Brazil,TOTAL CEREALS,2021/22,0.0,15.48,0.0,124.40665,95.16516,27.61064,24.74768,0.0,53.0644,23.74462,11.09021,10.98619,0.0,17.97,18.35614,113.3,106.43665,0.0,3.21,0.0,15.68103240351632,0.0,135.39284,135.39284,0.0,0.0,135.67204
Brazil,TOTAL CEREALS,2022/23,0.0,10.87,0.0,151.15204,98.71799,52.56102,50.67746,0.0,55.1698,23.70116,8.77331,9.11341,0.0,15.48,19.84703,112.7,135.67204,0.0,5.26,0.0,10.29239881255828,0.0,160.26545,160.26545,0.0,0.0,153.03944
Brazil,TOTAL CEREALS,2023/24,0.0,8.98,0.0,163.90944,105.61192,56.44482,58.6505,0.0,59.7352,23.6696,9.26495,9.33297,0.0,10.87,22.20712,112.1,153.03944,0.0,4.72,0.0,8.270649546237905,0.0,173.24242,173.24242,0.0,0.0,136.55086
Brazil,TOTAL CEREALS,2024/25,0.0,6.47,0.0,145.53086,108.57672,40.9834,41.4162,0.0,61.5657,23.84506,11.24889,10.93206,0.0,8.98,23.16596,112.5,136.55086,0.0,5.66,0.0,5.524175053679271,0.0,156.46292,156.46292,0.0,0.0,165.7041
Brazil,TOTAL CEREALS,2025/26,0.0,20.34,0.0,172.1741,117.12156,46.367,45.58865,0.0,67.3273,23.96609,10.857,10.8761,0.0,6.47,25.82817,112.6,165.7041,0.0,5.64,0.0,17.328342013558572,0.0,183.0502,183.0502,0.0,0.0,162.44
Brazil,Wheat,2000/01,1.066,0.5,0.0,2.526,9.657,0.002,0.001,0.0,0.407,8.95,7.682,7.632,0.0,0.8,0.3,51.4,1.726,0.0,0.0,0.0,5.040322580645161,0.0,10.158,10.158,0.0,1.619,3.367
Brazil,Wheat,2001/02,1.728,1.0,0.0,3.867,9.92,0.002,0.002,0.0,0.42,9.1,7.202,7.055,0.0,0.5,0.4,51.6,3.367,0.0,0.0,0.0,9.945300845350571,0.0,10.922,10.922,0.0,1.948,3.106
Brazil,Wheat,2002/03,2.044,0.9,0.0,4.106,10.055,0.005,0.004,0.0,0.455,9.2,6.73,6.853,0.0,1.0,0.4,51.5,3.106,0.0,0.0,0.0,8.7890625,0.0,10.959,10.959,0.0,1.52,6.154
Brazil,Wheat,2003/04,2.464,1.15,0.0,7.054,10.24,1.375,1.372,0.0,0.34,9.3,5.378,5.708,0.0,0.9,0.6,51.5,6.154,0.0,0.0,0.0,11.139093374660984,0.0,12.762,12.762,0.0,2.498,5.819
Brazil,Wheat,2004/05,2.793,1.65,0.0,6.969,10.324,0.005,0.005,0.0,0.324,9.5,5.029,5.01,0.1,1.15,0.5,52.0,5.819,0.0,0.7,0.3,15.8669102798346,0.0,11.979,11.979,0.0,2.083,4.658
Brazil,Wheat,2005/06,2.359,1.0,0.0,6.308,10.399,0.769,0.787,0.0,0.349,9.6,5.604,5.878,0.1,1.65,0.45,52.0,4.658,0.0,0.7,0.25,9.859988168014198,0.0,12.186,12.186,0.0,1.975,2.482
Brazil,Wheat,2006/07,1.558,1.1,0.0,3.482,10.142,0.038,0.021,0.0,0.042,9.8,7.576,7.781,0.1,1.0,0.3,52.5,2.482,0.0,0.4,0.25,10.502195913691043,0.0,11.263,11.263,0.0,1.593,4.089
Brazil,Wheat,2007/08,1.85,0.89,0.0,5.189,10.474,0.748,0.749,0.0,0.124,10.05,6.784,6.924,0.14,1.1,0.3,53.3,4.089,0.0,0.51,0.25,8.417667643998865,0.0,12.113,12.113,0.0,2.21,5.886
Brazil,Wheat,2008/09,2.374,2.4,0.0,6.776,10.573,0.354,0.354,0.0,0.023,10.2,6.749,6.551,0.1,0.89,0.35,53.6,5.886,0.0,0.7,0.25,22.618037885213457,0.0,13.327,13.327,0.0,2.479,4.965
Brazil,Wheat,2009/10,2.433,2.35,0.0,7.365,10.611,1.183,1.183,0.0,0.061,10.2,6.651,6.779,0.1,2.4,0.35,53.1,4.965,0.0,0.6,0.25,21.68740967424588,0.0,14.144,14.144,0.0,2.041,6.037
Brazil,Wheat,2010/11,2.177,1.76,0.0,8.387,10.83578,2.527,2.527,0.0,0.05578,10.45,6.6843,6.73578,0.1,2.35,0.33,53.9,6.037,0.0,0.59,0.25,15.754164850685877,0.0,15.12278,15.12278,0.0,2.773,5.695
Brazil,Wheat,2011/12,2.137,1.32,0.0,7.455,11.171649,1.847,1.903,0.0,0.221649,10.57,6.992517,6.939649,0.1,1.76,0.38,54.1,5.695,0.0,0.65,0.25,12.024961633995511,0.0,14.394649,14.394649,0.0,2.665,4.38
Brazil,Wheat,2012/13,1.891,0.6,0.0,5.7,10.977166,1.74,1.685,0.0,0.177166,10.5,7.441383,7.562166,0.1,1.32,0.3,53.3,4.38,0.0,0.58,0.25,5.331183800025163,0.0,13.262166,13.262166,0.0,2.316,5.718
Brazil,Wheat,2013/14,2.21,1.9,0.0,6.318,11.254536,0.05,0.051,0.0,0.224536,10.7,6.966271,6.887536,0.09,0.6,0.33,53.9,5.718,0.0,0.54,0.25,16.84517379121471,0.0,13.205536,13.205536,0.0,2.587,6.662
Brazil,Wheat,2014/15,2.835,1.35,0.0,8.562,11.279195,1.675,1.681,0.0,0.144195,10.725,5.768869,5.748195,0.09,1.9,0.41,53.6,6.662,0.0,0.3,0.25,12.107928459901098,0.0,14.310195,14.310195,0.0,2.35,5.508
Brazil,Wheat,2015/16,2.473,0.593,0.0,6.858,11.149719,1.059,1.051,0.0,0.074719,10.725,5.877251,5.935719,0.09,1.35,0.35,53.2,5.508,0.0,0.3,0.25,5.190829965567203,0.0,12.793719,12.793719,0.0,2.227,6.834
Brazil,Wheat,2016/17,2.12,3.05,0.0,7.427,11.423992,0.597221,0.602608,0.0,0.093992,11.0,7.75569,7.6496,0.09,0.593,0.33,54.1,6.834,0.0,0.5,0.26,26.15946466585358,0.0,15.0766,15.0766,0.0,3.224,4.2635
Brazil,Wheat,2017/18,2.159,2.35,0.0,7.3135,11.65926,0.228702,0.222893,0.0,0.11926,11.25,6.666393,6.918653,0.09,3.05,0.29,55.0,4.2635,0.0,0.64,0.25,19.940094863940672,0.0,14.232153,14.232153,0.0,1.975,5.4276
Brazil,Wheat,2018/19,2.0424,2.61,0.0,7.7776,11.7853,0.588955,0.591834,0.0,0.1193,11.36,7.406274,7.209534,0.09,2.35,0.306,55.1,5.4276,0.0,0.64,0.25,21.854996868706483,0.0,14.987134,14.987134,0.0,2.657,5.1547
Brazil,Wheat,2019/20,2.0405,2.5,0.0,7.7647,11.942349,0.383075,0.386351,0.0,0.142349,11.48,7.129,7.064,0.09,2.61,0.32,55.3,5.1547,0.0,0.45,0.25,20.82667400432045,0.0,14.8287,14.8287,0.0,2.526,6.2346
Brazil,Wheat,2020/21,2.3415,2.2,0.0,8.7346,12.003837,0.8828,0.884763,0.0,0.353837,11.5,6.316,6.354,0.09,2.5,0.15,55.1,6.2346,0.0,0.48,0.25,18.29917487356934,0.0,15.0886,15.0886,0.0,2.663,7.6794
Brazil,Wheat,2021/22,2.7393,1.3,0.0,9.8794,12.0224,3.0867,3.046,0.0,0.3224,11.55,6.534,6.489,0.09,2.2,0.15,55.1,7.6794,0.0,0.52,0.25,10.69747539580659,0.0,16.3684,16.3684,0.0,2.803,10.5544
Brazil,Wheat,2022/23,3.0862,1.9,0.0,11.8544,12.1524,2.675,2.656,0.0,0.4024,11.6,4.936,4.854,0.09,1.3,0.15,55.2,10.5544,0.0,0.71,0.25,15.438619299899242,0.0,16.7084,16.7084,0.0,3.42,8.0968
Brazil,Wheat,2023/24,3.4734,1.0,0.0,9.9968,12.3068,2.8,2.79,0.0,0.4568,11.7,5.861,6.1,0.2,1.9,0.15,55.4,8.0968,0.0,0.54,0.19,8.051076026310916,0.0,16.0968,16.0968,0.0,2.331,7.8893
Brazil,Wheat,2024/25,3.0587,1.8,0.0,8.8893,12.4207,1.88,1.8746,0.0,0.5207,11.75,7.239,7.206,0.3,1.0,0.15,55.4,7.8893,0.0,0.53,0.18,14.632956670189415,0.0,16.0953,16.0953,0.0,2.579,7.961
Brazil,Wheat,2025/26,2.4444,2.1,0.0,9.761,12.301,2.56,2.56,0.0,0.411,11.75,7.2,7.2,0.32,1.8,0.14,55.2,7.961,0.0,0.53,0.18,16.731579796136163,0.0,16.961,16.961,0.0,3.257,6.9
Canada,COARSE GRAINS,2000/01,7.36,4.396,0.0,29.977,23.736,3.7255,4.786,0.0,20.42,0.212,2.637,2.941,0.0,5.763,3.104,6.9,24.214,0.0,0.0,0.0,18.294560739106917,0.0,32.918,32.918,0.0,3.29,22.733
Canada,COARSE GRAINS,2001/02,7.114,3.549,0.0,27.129,24.029,2.5935,3.58,0.0,20.519,0.273,3.686,4.029,0.0,4.396,3.237,8.7,22.733,0.0,0.0,0.0,16.13108495068406,0.0,31.158,31.158,0.0,3.196,20.08
Canada,COARSE GRAINS,2002/03,6.458,3.164,0.0,23.629,22.001,1.732,2.666,0.0,18.54,0.257,4.53,4.202,0.0,3.549,3.204,8.1,20.08,0.0,0.0,0.0,13.74934816617417,0.0,27.831,27.831,0.0,3.109,26.553
Canada,COARSE GRAINS,2003/04,7.785,4.171,0.0,29.717,23.012,3.488,4.712,0.0,19.481,0.272,2.536,2.178,0.0,3.164,3.259,8.5,26.553,0.0,0.0,0.0,18.221930974224552,0.0,31.895,31.895,0.0,3.411,26.745
Canada,COARSE GRAINS,2004/05,7.035,6.51,0.0,30.916,22.89,2.719,4.059,0.0,19.422,0.249,2.702,2.543,2.6,4.171,3.219,7.7,26.745,0.0,1.63,0.0,29.957203994293867,0.0,33.459,33.459,0.0,3.802,25.171
Canada,COARSE GRAINS,2005/06,6.426,6.503,0.0,31.681,21.731,4.132,5.43,0.0,18.619,0.211,1.846,1.983,2.28,6.51,2.901,6.5,25.171,0.0,1.55,0.0,27.88713066598053,0.0,33.664,33.664,0.0,3.917,23.285
Canada,COARSE GRAINS,2006/07,6.253,3.652,0.0,29.788,23.319,3.768,4.989,0.0,19.364,0.224,2.048,2.172,2.98,6.503,3.731,6.8,23.285,0.0,1.51,0.0,15.13261758648838,0.0,31.96,31.96,0.0,3.724,28.006
Canada,COARSE GRAINS,2007/08,7.562,4.076,0.0,31.658,24.1333,6.231,6.7467,0.0,18.438,0.206,3.334,3.298,3.55,3.652,5.4893,6.2,28.006,0.0,1.53,0.0,17.749520989374673,0.0,34.956,34.956,0.0,3.704,27.38
Canada,COARSE GRAINS,2008/09,6.491,6.456,0.0,31.456,22.964,3.843,3.998,0.0,16.666,0.213,1.914,1.962,4.14,4.076,6.085,6.4,27.38,0.0,1.58,0.0,28.81628280664167,0.0,33.418,33.418,0.0,4.218,22.674
Canada,COARSE GRAINS,2009/10,5.354,5.675,0.0,29.13,22.404,2.916,3.275,0.0,15.662,0.196,2.332,2.224,4.65,6.456,6.546,5.8,22.674,0.0,1.3,0.0,26.463044998834228,0.0,31.354,31.354,0.0,4.235,22.745
Canada,COARSE GRAINS,2010/11,4.85,3.645,0.0,28.42,21.445,4.765,4.653,0.0,14.416,0.183,1.0303,1.323,4.89,5.675,6.846,5.4,22.745,0.0,1.47,0.0,18.008003557136504,0.0,29.743,29.743,0.0,4.69,23.019
Canada,COARSE GRAINS,2011/12,5.042,3.536,0.0,26.664,20.241,3.679,3.826,0.0,13.122,0.162,1.1861,0.939,5.26,3.645,6.957,4.7,23.019,0.0,1.49,0.0,17.349492174083707,0.0,27.603,27.603,0.0,4.565,24.559
Canada,COARSE GRAINS,2012/13,5.494,3.157,0.0,28.095,20.381,4.953,5.12,0.0,13.07,0.166,0.5963,0.563,5.4,3.536,7.145,4.8,24.559,0.0,1.31,0.0,14.0429696187892,0.0,28.658,28.658,0.0,4.47,28.911
Canada,COARSE GRAINS,2013/14,5.513,4.746,0.0,32.068,22.481,5.265,5.495,0.0,15.371,0.166,0.525,0.654,5.26,3.157,6.944,4.7,28.911,0.0,1.36,0.0,22.173425527938704,0.0,32.722,32.722,0.0,5.244,22.198
Canada,COARSE GRAINS,2014/15,4.583,3.408,0.0,26.944,21.404,4.246,3.968,0.0,13.779,0.166,1.759,1.836,5.44,4.746,7.459,4.7,22.198,0.0,1.4,0.0,16.089132282126332,0.0,28.78,28.78,0.0,4.844,25.893
Canada,COARSE GRAINS,2015/16,5.022,4.744,0.0,29.301,21.182,4.608,4.769,0.0,13.869,0.169,1.407,1.394,5.38,3.408,7.144,4.7,25.893,0.0,1.48,0.0,21.71067685689442,0.0,30.695,30.695,0.0,5.156,26.71
Canada,COARSE GRAINS,2016/17,4.902,5.527,0.0,31.454,21.851,5.1326,5.021,0.0,14.832,0.169,1.045,0.945,5.27,4.744,6.85,4.6,26.71,0.0,1.71,0.0,23.87060551092684,0.0,32.399,32.399,0.0,5.449,26.355
Canada,COARSE GRAINS,2017/18,4.83,4.579,0.0,31.882,23.154,5.91545,5.945,0.0,15.92,0.171,1.532,1.796,5.16,5.527,7.063,4.6,26.355,0.0,1.67,0.0,19.01894002325968,0.0,33.678,33.678,0.0,5.457,26.298
Canada,COARSE GRAINS,2018/19,5.088,3.3,0.0,30.877,24.076,6.634,6.159,0.0,16.096,0.171,2.565,2.658,5.52,4.579,7.809,4.6,26.298,0.0,1.4,0.0,13.287698812160258,0.0,33.535,33.535,0.0,5.169,28.714
Canada,COARSE GRAINS,2019/20,5.62,3.999,0.0,32.014,24.835,4.816,5.058,0.0,17.11,0.171,1.958,1.878,5.33,3.3,7.554,4.5,28.714,0.0,1.49,0.0,16.09644179681211,0.0,33.892,33.892,0.0,5.109,29.826
Canada,COARSE GRAINS,2020/21,5.916,3.702,0.0,33.825,24.844,7.632,7.276,0.0,16.825,0.171,2.081,1.997,5.42,3.999,7.848,4.5,29.826,0.0,1.47,0.0,14.229157858323404,0.0,35.822,35.822,0.0,5.042,25.211
Canada,COARSE GRAINS,2021/22,5.991,3.761,0.0,28.913,26.017,5.746,5.562,0.0,17.719,0.171,5.977,6.427,5.75,3.702,8.127,4.4,25.211,0.0,1.24,0.0,15.145779639175258,0.0,35.34,35.34,0.0,4.208,30.635
Canada,COARSE GRAINS,2022/23,5.823,3.777,0.0,34.396,24.832,7.781,8.092,0.0,17.212,0.171,2.51,2.305,5.4,3.761,7.449,4.4,30.635,0.0,1.58,0.0,15.53451566201632,0.0,36.701,36.701,0.0,5.261,27.592
Canada,COARSE GRAINS,2023/24,5.345,3.954,0.0,31.369,24.3136,6.294,6.241,0.0,16.351,0.171,3.237118,3.1396,6.24,3.777,7.7916,4.4,27.592,0.0,1.37,0.0,17.107995846313603,0.0,34.5086,34.5086,0.0,5.162,27.605
Canada,COARSE GRAINS,2024/25,5.133,3.568,0.0,31.559,23.112,7.398,6.869,0.0,15.131,0.171,1.975598,1.99,6.02,3.954,7.81,4.3,27.605,0.0,1.59,0.0,14.68614941345956,0.0,33.549,33.549,0.0,5.378,29.614
Canada,COARSE GRAINS,2025/26,5.153,4.466,0.0,33.182,24.295,6.643,6.43,0.0,15.837,0.172,2.204,2.009,6.05,3.568,8.286,4.3,29.614,0.0,1.69,0.0,17.91073986675629,0.0,35.191,35.191,0.0,5.747,27.92
Canada,Maize,2000/01,1.088,0.88,0.0,8.379,10.256,0.109,0.115,0.0,8.077,0.104,2.569,2.872,0.0,1.552,2.075,3.4,6.827,0.0,0.0,0.0,7.4173971679029,0.0,11.251,11.251,0.0,6.275,8.389
Canada,Maize,2001/02,1.267,1.056,0.0,9.269,11.864,0.188,0.193,0.0,9.544,0.105,3.511,3.844,0.0,0.88,2.215,3.4,8.389,0.0,0.0,0.0,8.421052631578947,0.0,13.113,13.113,0.0,6.621,8.999
Canada,Maize,2002/03,1.283,1.111,0.0,10.055,12.54,0.288,0.308,0.0,10.121,0.106,4.242,3.904,0.0,1.056,2.313,3.4,8.999,0.0,0.0,0.0,9.82316534040672,0.0,13.959,13.959,0.0,7.014,9.587
Canada,Maize,2003/04,1.226,1.143,0.0,10.698,11.31,0.253,0.353,0.0,8.882,0.108,2.444,2.108,0.0,1.111,2.32,3.4,9.587,0.0,0.0,0.0,11.024305555555555,0.0,12.806,12.806,0.0,7.82,8.837
Canada,Maize,2004/05,1.072,1.802,0.0,9.98,10.368,0.186,0.229,0.0,7.961,0.108,2.58,2.419,2.4,1.143,2.299,3.4,8.837,0.0,0.05,0.0,16.713040252272307,0.0,12.399,12.399,0.0,8.243,9.332
Canada,Maize,2005/06,1.085,2.001,0.0,11.134,10.782,0.264,0.254,0.0,8.501,0.108,1.766,1.903,2.17,1.802,2.173,3.3,9.332,0.0,0.05,0.0,17.466829608938546,0.0,13.037,13.037,0.0,8.601,8.99
Canada,Maize,2006/07,1.061,1.337,0.0,10.991,11.456,0.294,0.291,0.0,8.461,0.108,1.975,2.093,2.8,2.001,2.887,3.3,8.99,0.0,0.05,0.0,9.68700188378496,0.0,13.084,13.084,0.0,8.473,11.649
Canada,Maize,2007/08,1.369,1.457,0.0,12.986,13.802,0.748,0.91,0.0,10.218,0.112,3.244,3.183,3.4,1.337,3.472,3.4,11.649,0.0,0.1,0.0,12.423260572987722,0.0,16.169,16.169,0.0,8.509,10.592
Canada,Maize,2008/09,1.169,1.857,0.0,12.049,11.728,0.416,0.327,0.0,7.594,0.112,1.812,1.863,4.0,1.457,4.022,3.3,10.592,0.0,0.1,0.0,15.91941705957994,0.0,13.912,13.912,0.0,9.061,9.561
Canada,Maize,2009/10,1.142,1.758,0.0,11.418,11.665,0.088,0.12,0.0,7.033,0.112,2.238,2.125,4.49,1.857,4.52,3.3,9.561,0.0,0.1,0.0,14.54936687908632,0.0,13.543,13.543,0.0,8.372,12.043
Canada,Maize,2010/11,1.235,1.263,0.0,13.801,12.083,1.706,1.688,0.0,7.092,0.112,0.945,1.233,4.74,1.758,4.879,3.3,12.043,0.0,0.14,0.0,10.816134281065342,0.0,15.034,15.034,0.0,9.751,11.359
Canada,Maize,2011/12,1.272,1.365,0.0,12.622,11.677,0.436,0.474,0.0,6.452,0.112,1.134,0.894,5.1,1.263,5.113,3.2,11.359,0.0,0.11,0.0,11.713721788380674,0.0,13.516,13.516,0.0,8.93,13.06
Canada,Maize,2012/13,1.426,1.551,0.0,14.425,11.653,1.515,1.728,0.0,6.34,0.112,0.54,0.507,5.2,1.365,5.201,3.2,13.06,0.0,0.11,0.0,12.14945950180166,0.0,14.932,14.932,0.0,9.158,14.191
Canada,Maize,2013/14,1.487,1.6,0.0,15.742,12.766,1.85,1.969,0.0,7.64,0.112,0.469,0.593,5.1,1.551,5.014,3.2,14.191,0.0,0.11,0.0,12.330456226880395,0.0,16.335,16.335,0.0,9.543,11.606
Canada,Maize,2014/15,1.249,1.402,0.0,13.206,12.976,0.723,0.488,0.0,7.671,0.112,1.591,1.66,5.28,1.6,5.193,3.1,11.606,0.0,0.11,0.0,11.404864557064997,0.0,14.866,14.866,0.0,9.292,13.68
Canada,Maize,2015/16,1.34,2.242,0.0,15.082,12.293,1.481,1.741,0.0,7.16,0.115,1.248,1.194,5.2,1.402,5.018,3.2,13.68,0.0,0.13,0.0,17.31942835071456,0.0,16.276,16.276,0.0,10.209,13.889
Canada,Maize,2016/17,1.414,2.497,0.0,16.131,12.945,1.882,1.522,0.0,7.98,0.115,0.907,0.833,5.1,2.242,4.85,3.2,13.889,0.0,0.1,0.0,17.91376712820145,0.0,16.964,16.964,0.0,9.822,14.096
Canada,Maize,2017/18,1.406,2.417,0.0,16.593,13.939,1.8,1.936,0.0,8.841,0.117,1.433,1.699,5.09,2.497,4.981,3.2,14.096,0.0,0.12,0.0,16.00238347457627,0.0,18.292,18.292,0.0,10.026,13.885
Canada,Maize,2018/19,1.431,1.979,0.0,16.302,15.104,2.16,1.797,0.0,9.485,0.117,2.483,2.578,5.41,2.417,5.502,3.1,13.885,0.0,0.1,0.0,14.24048355760236,0.0,18.88,18.88,0.0,9.703,13.404
Canada,Maize,2019/20,1.451,2.56,0.0,15.383,13.897,0.643,0.7,0.0,8.698,0.117,1.867,1.774,5.22,1.979,5.082,3.1,13.404,0.0,0.07,0.0,18.08548216178029,0.0,17.157,17.157,0.0,9.238,13.563
Canada,Maize,2020/21,1.408,2.169,0.0,16.123,14.155,1.593,1.438,0.0,8.764,0.117,1.741,1.639,5.2,2.56,5.274,3.1,13.563,0.0,0.09,0.0,11.89666520403686,0.0,17.762,17.762,0.0,9.633,14.611
Canada,Maize,2021/22,1.462,2.746,0.0,16.78,18.232,2.138,1.943,0.0,12.42,0.117,5.695,6.141,5.63,2.169,5.695,3.0,14.611,0.0,0.1,0.0,18.262835860601225,0.0,22.921,22.921,0.0,9.994,14.539
Canada,Maize,2022/23,1.444,1.628,0.0,17.285,15.036,2.56,2.848,0.0,9.693,0.117,2.402,2.227,5.22,2.746,5.226,3.0,14.539,0.0,0.1,0.0,10.226130653266331,0.0,19.512,19.512,0.0,10.069,15.421
Canada,Maize,2023/24,1.519,1.996,0.0,17.049,15.92,2.102,2.112,0.0,9.905,0.117,3.094,2.979,5.89,1.628,5.898,3.0,15.421,0.0,0.11,0.0,13.524867868274834,0.0,20.028,20.028,0.0,10.152,15.345
Canada,Maize,2024/25,1.449,1.584,0.0,17.341,14.758,3.352,2.776,0.0,8.949,0.117,1.782,1.777,5.7,1.996,5.692,2.9,15.345,0.0,0.11,0.0,10.738255033557047,0.0,19.118,19.118,0.0,10.59,14.867
Canada,Maize,2025/26,1.46,1.6,0.0,16.451,14.751,2.0,2.0,0.0,8.884,0.117,2.1,1.9,5.7,1.584,5.75,2.9,14.867,0.0,0.1,0.0,10.00475225732223,0.0,18.351,18.351,0.0,10.183,15.2
Canada,Rice,2000/01,0.0,0.055,0.0,0.065,0.267622,0.0,0.0,0.0,0.0,0.262622,0.263411,0.257622,0.0,0.065,0.005,8.5,0.0,0.0,0.0,0.0,20.49096348510307,0.0,0.322622,0.322622,0.0,0.0,0.0
Canada,Rice,2001/02,0.0,0.05,0.0,0.055,0.268411,0.0,0.0,0.0,0.0,0.263411,0.249022,0.263411,0.0,0.055,0.005,8.4,0.0,0.0,0.0,0.0,18.58584056322531,0.0,0.318411,0.318411,0.0,0.0,0.0
Canada,Rice,2002/03,0.0,0.03,0.0,0.05,0.269022,0.0,0.0,0.0,0.0,0.265022,0.25883,0.249022,0.0,0.05,0.004,8.4,0.0,0.0,0.0,0.0,11.077059409961969,0.0,0.299022,0.299022,0.0,0.0,0.0
Canada,Rice,2003/04,0.0,0.018,0.0,0.03,0.27083,0.0,0.0,0.0,0.0,0.26683,0.330959,0.25883,0.0,0.03,0.004,8.4,0.0,0.0,0.0,0.0,6.229257437906416,0.0,0.28883,0.28883,0.0,0.0,0.0
Canada,Rice,2004/05,0.0,0.06,0.0,0.018,0.288959,0.0,0.0,0.0,0.0,0.283959,0.327482,0.330959,0.0,0.018,0.005,8.8,0.0,0.0,0.0,0.0,18.60568961988576,0.0,0.348959,0.348959,0.0,0.0,0.0
Canada,Rice,2005/06,0.0,0.065,0.0,0.06,0.322482,0.0,0.0,0.0,0.0,0.316482,0.332785,0.327482,0.0,0.06,0.006,9.8,0.0,0.0,0.0,0.0,19.24300960670249,0.0,0.387482,0.387482,0.0,0.0,0.0
Canada,Rice,2006/07,0.0,0.06,0.0,0.065,0.337785,0.0,0.0,0.0,0.0,0.331785,0.337083,0.332785,0.0,0.065,0.006,10.1,0.0,0.0,0.0,0.0,17.286931368001312,0.0,0.397785,0.397785,0.0,0.0,0.0
Canada,Rice,2007/08,0.0,0.05,0.0,0.06,0.347083,0.0,0.0,0.0,0.0,0.342083,0.359633,0.337083,0.0,0.06,0.005,10.3,0.0,0.0,0.0,0.0,14.300709601210412,0.0,0.397083,0.397083,0.0,0.0,0.0
Canada,Rice,2008/09,0.0,0.06,0.0,0.05,0.349633,0.0,0.0,0.0,0.0,0.343633,0.368819,0.359633,0.0,0.05,0.006,10.3,0.0,0.0,0.0,0.0,16.72152255036662,0.0,0.409633,0.409633,0.0,0.0,0.0
Canada,Rice,2009/10,0.0,0.07,0.0,0.06,0.358819,0.0,0.0,0.0,0.0,0.352819,0.359449,0.368819,0.0,0.06,0.006,10.4,0.0,0.0,0.0,0.0,19.474250867299677,0.0,0.428819,0.428819,0.0,0.0,0.0
Canada,Rice,2010/11,0.0,0.07,0.0,0.07,0.359449,0.0,0.0,0.0,0.0,0.353449,0.361478,0.359449,0.0,0.07,0.006,10.3,0.0,0.0,0.0,0.0,19.10073728845933,0.0,0.429449,0.429449,0.0,0.0,0.0
Canada,Rice,2011/12,0.0,0.065,0.0,0.07,0.366478,0.0,0.0,0.0,0.0,0.360478,0.347359,0.361478,0.0,0.07,0.006,10.4,0.0,0.0,0.0,0.0,17.45627203854345,0.0,0.431478,0.431478,0.0,0.0,0.0
Canada,Rice,2012/13,0.0,0.04,0.0,0.065,0.372359,0.0,0.0,0.0,0.0,0.366359,0.398231,0.347359,0.0,0.065,0.006,10.5,0.0,0.0,0.0,0.0,10.575547747276136,0.0,0.412359,0.412359,0.0,0.0,0.0
Canada,Rice,2013/14,0.0,0.06,0.0,0.04,0.378231,0.0,0.0,0.0,0.0,0.372231,0.388207,0.398231,0.0,0.04,0.006,10.5,0.0,0.0,0.0,0.0,15.657334025735436,0.0,0.438231,0.438231,0.0,0.0,0.0
Canada,Rice,2014/15,0.0,0.065,0.0,0.06,0.383207,0.0,0.0,0.0,0.0,0.376207,0.37399,0.388207,0.0,0.06,0.007,10.6,0.0,0.0,0.0,0.0,16.927524154274852,0.0,0.448207,0.448207,0.0,0.0,0.0
Canada,Rice,2015/16,0.0,0.055,0.0,0.065,0.38399,0.0,0.0,0.0,0.0,0.37699,0.371646,0.37399,0.0,0.065,0.007,10.5,0.0,0.0,0.0,0.0,14.411260697085782,0.0,0.43899,0.43899,0.0,0.0,0.0
Canada,Rice,2016/17,0.0,0.045,0.0,0.055,0.381646,0.0,0.0,0.0,0.0,0.374646,0.375744,0.371646,0.0,0.055,0.007,10.3,0.0,0.0,0.0,0.0,11.66576797046746,0.0,0.426646,0.426646,0.0,0.0,0.0
Canada,Rice,2017/18,0.0,0.035,0.0,0.045,0.385744,0.0,0.0,0.0,0.0,0.379744,0.382476,0.375744,0.0,0.045,0.006,10.3,0.0,0.0,0.0,0.0,9.032817516439728,0.0,0.420744,0.420744,0.0,0.0,0.0
Canada,Rice,2018/19,0.0,0.03,0.0,0.035,0.387476,0.0,0.0,0.0,0.0,0.381476,0.42774,0.382476,0.0,0.035,0.006,10.2,0.0,0.0,0.0,0.0,7.357629862167067,0.0,0.417476,0.417476,0.0,0.0,0.0
Canada,Rice,2019/20,0.0,0.05,0.0,0.03,0.40774,0.0,0.0,0.0,0.0,0.40074,0.462917,0.42774,0.0,0.03,0.007,10.6,0.0,0.0,0.0,0.0,11.5495579984154,0.0,0.45774,0.45774,0.0,0.0,0.0
Canada,Rice,2020/21,0.0,0.08,0.0,0.05,0.432917,0.0,0.0,0.0,0.0,0.422917,0.392897,0.462917,0.0,0.05,0.01,11.1,0.0,0.0,0.0,0.0,18.062890468890057,0.0,0.512917,0.512917,0.0,0.0,0.0
Canada,Rice,2021/22,0.0,0.03,0.0,0.08,0.442897,0.0,0.0,0.0,0.0,0.434897,0.505438,0.392897,0.0,0.08,0.008,11.3,0.0,0.0,0.0,0.0,6.309971016199799,0.0,0.472897,0.472897,0.0,0.0,0.0
