N,P,K,ph,temp_summer,temp_winter,rain_summer,rain_winter,altitude,label
46.87,25.88,72.62,7.12,17.62,4.0,36.72,281.14,646.93,almond
22.98,55.25,37.43,6.88,25.78,1.6,69.03,202.19,487.9,lentil
65.66434737881184,45.04922662214188,85.95151863308452,7.52,30.69,9.66,77.01,406.68,362.68,olive
141.38,59.9,92.81,5.91,36.86,28.45,987.39,364.33,350.0,sugarcane
50.62867341724096,52.68151858965678,81.4993391119925,7.72,32.3,14.35,68.22,386.16,197.0,olive
122.55,38.3,13.41,5.64,33.56,28.51,879.44,342.46,210.16,rice
63.68492967331725,22.637779285961543,97.93833851600805,8.85,32.67,17.16,38.77,502.5,458.69,olive
42.59,34.26,53.03,7.46,28.72,11.26,20.08,93.95,343.37,almond
27.25,9.63,98.32,7.34,22.93,9.49,17.13,142.32,637.04,almond
43.41818904471366,31.655934440181262,61.31736690959469,6.71,27.45,8.83,50.22,280.82,435.38,fig
86.82277427541058,54.97152025149619,47.97393638136278,6.76,31.63,17.1,163.99,287.04,267.65,maize
113.57,69.47,197.68,5.55,33.91,28.04,969.95,157.81,384.43,banana
68.16,22.95,125.34,6.65,22.56,6.46,46.56,435.82,352.67,grape
56.19865277330469,15.86151905985765,63.61332016637893,8.1,26.68,11.1,122.4,644.39,687.64,olive
47.84,34.04,58.71,7.19,24.68,7.27,87.38,332.09,394.44,almond
36.6,52.42,54.63,7.02,28.12,1.3,131.87,127.72,573.35,chickpea
32.17129179582368,45.97181711320381,59.85019577400821,8.71,31.9,13.75,99.61,363.74,361.71,fig
77.70906561697812,33.767063990804566,57.466826152092,5.58,33.48,10.3,63.88,598.22,298.68,citrus
97.014434853634,58.87911847303512,53.10886250469123,6.48,29.5,15.61,233.5,198.9,209.53,maize
58.623949247132174,41.732670208079455,54.18450854020887,7.48,24.57,11.15,64.68,477.65,367.79,fig
39.46,10.05,37.23,7.41,24.21,5.94,65.6,236.34,546.04,almond
118.42073868133797,44.53293547513041,52.30724512801853,7.03,28.5,11.33,243.46,124.83,116.53,maize
89.03316485789546,47.65894199810653,39.61759671657399,6.04,25.21,-1.84,138.48,182.8,1425.22,wheat
42.36,41.62,78.64,7.27,23.07,-0.56,73.26,125.47,630.41,lentil
129.97,45.22,160.51,5.92,32.6,17.74,210.07,277.29,123.83,tomato
83.645290056772,50.62171632810588,47.44322199637024,6.81,31.67,14.88,228.22,178.02,145.19,maize
80.18,87.2,197.52,5.29,27.33,23.56,904.91,211.17,168.38,banana
114.08,63.13,207.6,5.82,31.68,26.15,1167.88,162.31,357.71,banana
140.77,49.25,135.46,6.37,37.81,31.91,884.52,314.79,427.56,sugarcane
87.61568932818255,35.559738324023634,33.378057480129044,6.68,34.76,8.72,80.12,196.32,1677.28,wheat
35.24,66.79,54.63,7.47,31.82,4.0,91.47,146.4,721.63,chickpea
10.38,47.26,50.14,7.45,20.54,-2.96,49.5,58.54,586.05,lentil
126.91575215957155,50.73732534168725,82.20774360973937,7.02,32.41,25.95,424.38,117.71,545.73,cotton
152.01,44.14,142.49,5.79,29.91,25.63,1255.79,309.08,194.34,sugarcane
57.3,20.33,84.0,6.6,19.61,4.0,80.67,624.25,283.28,grape
79.21362084616183,39.420582624902,51.37144306280428,6.85,30.83,11.27,120.83,614.81,119.42,citrus
109.56,83.06,190.7,5.65,30.22,23.47,1118.57,289.14,57.41,banana
103.75937135250012,46.371589063316776,41.737798751320966,6.68,30.65,15.53,260.63,223.46,125.83,maize
147.2,53.14,145.29,5.79,36.03,19.92,175.27,261.76,201.67,tomato
36.69766203208083,32.11433015742497,57.45466426314718,6.87,30.22,8.61,58.47,661.8,505.87,fig
57.66923326450754,26.44233507225072,30.73422897516567,7.21,29.18,7.95,70.75,442.89,422.92,fig
10.29,42.23,59.19,7.79,22.7,-8.21,96.5,142.92,483.1,lentil
123.3,75.48,203.12,5.56,32.67,27.94,993.51,237.82,516.64,banana
27.55,54.49,38.4,7.33,25.19,0.7,80.55,160.99,615.09,lentil
26.027920820184512,50.05961638781041,47.84303941538544,6.82,22.47,8.48,66.03,392.53,181.11,olive
127.49,44.38,161.36,5.75,29.01,13.87,321.43,302.42,246.83,tomato
77.88,71.26,193.43,5.42,33.79,27.57,1158.2,155.76,241.73,banana
92.92759139327174,28.59037599849888,44.85995185721659,5.74,37.89,30.2,1790.72,484.78,208.66,mango
127.74,51.15,141.42,6.33,29.63,13.1,235.13,284.17,48.8,tomato
135.75,48.81,149.91,5.97,36.13,20.89,208.0,201.77,34.63,tomato
41.48,11.96,74.36,8.03,25.49,7.87,62.65,412.63,516.42,almond
151.6,41.76,135.58,6.38,35.05,28.16,1067.34,155.05,139.83,sugarcane
109.47743517689928,44.299049003138414,86.44524605227423,6.29,34.29,25.61,322.79,62.35,96.66,cotton
70.78915445267945,33.6078180365897,41.55023285594392,6.55,28.12,1.06,105.32,197.47,232.64,wheat
65.12266536429209,42.43638413186772,80.30253155464365,6.56,26.91,9.62,131.41,495.21,550.97,olive
23.322192217788743,46.48378063299548,83.75858802863237,7.96,29.32,11.94,48.39,510.03,234.91,olive
55.16,24.85,60.13,7.83,29.3,7.65,35.69,239.65,359.51,almond
83.39488518549132,45.21010847438127,38.71541295818447,6.46,21.75,-6.83,72.01,108.81,624.06,wheat
119.29058245422786,27.476478591623035,44.97098621502359,4.98,31.3,25.9,1556.63,279.96,431.16,mango
87.9405509450991,30.19755309520813,47.70201357881034,6.73,25.92,11.46,75.25,404.86,175.16,citrus
104.94,53.47,34.33,6.32,26.1,21.19,976.58,192.81,93.45,rice
116.76687602785208,49.87639591384068,40.42831077341371,5.69,33.49,16.49,202.71,148.66,306.75,maize
75.15448534903831,32.77421163525749,42.25541116978306,6.12,26.33,8.02,92.52,596.66,53.24,citrus
108.34481601740524,38.197402871897786,47.57412715130754,6.4,35.87,29.87,1104.33,169.55,298.59,mango
117.98733491817003,51.14151659168577,48.56475481070774,6.83,28.13,16.7,200.02,172.58,238.52,maize
128.03971575956595,58.31584313093974,73.60953392181847,5.33,30.46,24.19,399.99,74.66,484.89,cotton
73.12729596654333,31.52617639778113,58.935345709937785,6.32,26.37,9.68,84.03,636.73,94.7,citrus
146.99,40.5,155.79,6.05,33.23,30.08,776.77,229.23,394.97,sugarcane
87.63953292274373,33.67083447531299,48.94593926785717,7.11,22.34,0.68,77.8,129.11,1740.59,wheat
132.58,59.76,143.22,6.88,30.1,24.45,1041.28,370.61,497.03,sugarcane
42.77679465110045,30.679051724967096,42.47110587220088,7.14,31.81,16.45,58.31,460.1,439.14,fig
113.84029908447104,40.7237226095173,49.62403149646714,5.94,37.04,20.3,167.41,270.22,122.67,maize
67.82779397152815,30.825103207259133,48.72390459250438,6.38,24.37,-2.2,125.66,171.2,1622.59,wheat
111.29,38.24,42.73,5.07,31.51,24.87,980.54,322.25,297.43,rice
105.36,66.82,136.44,7.12,32.03,15.94,173.36,197.3,0.93,tomato
46.69837362738819,52.716973874488914,74.50363440752888,7.63,34.37,12.83,81.44,437.84,287.99,olive
27.10685618967288,51.126492067102525,52.40907358800378,7.29,31.31,16.55,118.01,475.34,366.06,olive
42.51,9.6,63.12,6.99,28.27,8.06,49.42,239.6,460.74,almond
114.23737729440596,44.66512270429966,56.45356536379784,6.19,26.73,12.74,215.22,190.92,181.94,maize
17.71,49.64,36.16,7.51,22.16,-0.75,60.0,94.98,549.2,lentil
82.49797422667127,49.91061108560129,56.36219569488336,4.92,30.46,27.59,714.33,153.16,365.82,mango
113.89753452993868,43.78959240191035,83.90757068011968,6.75,32.63,29.03,354.24,156.36,512.77,cotton
59.56572399765654,28.52312447682299,55.51288717037641,6.91,25.72,10.37,61.14,513.99,419.39,fig
90.3659226725654,29.68520858893225,50.604380956419874,6.08,25.85,9.71,79.87,592.87,49.32,citrus
46.62175150380632,25.282678638315616,30.373798139449768,7.05,29.18,7.61,33.83,301.76,212.28,fig
38.61,15.58,101.51,6.46,18.17,4.0,42.11,343.44,153.5,grape
57.92498592527423,42.2999874069697,31.319077747303737,7.04,27.3,7.15,37.13,468.03,482.95,fig
106.08731816469862,54.09545558487995,48.28823299822943,6.23,29.35,13.56,158.9,135.65,176.8,maize
54.78,42.37,49.53,7.76,33.72,14.72,33.07,178.81,483.13,almond
118.85,30.47,71.25,6.73,31.41,26.01,1132.01,178.01,400.91,rice
88.8169243237997,55.45856049080599,45.62319749466938,6.13,38.07,23.25,179.88,270.72,145.96,maize
81.40642853154554,31.26402440941005,58.25717379928775,6.19,37.57,32.64,667.35,217.09,75.93,mango
152.1,45.17,96.22,6.73,34.75,28.27,944.4,281.48,595.21,sugarcane
118.23473486407738,40.968464528345386,85.74851478676366,6.91,36.18,28.76,474.57,163.53,24.31,cotton
12.63,50.45,72.53,7.09,25.86,3.9,79.89,162.69,564.63,chickpea
30.160469660826685,27.562096605505147,64.07551929881532,7.74,28.59,10.59,94.76,497.15,460.32,fig
122.30980561771584,46.54974017746262,78.94222814963565,6.15,37.05,31.67,421.56,78.75,595.68,cotton
73.18,74.1,232.52,6.05,31.51,28.84,1219.87,232.09,390.18,banana
52.447164185427,33.625024105032914,57.36099446768287,6.81,25.99,9.67,63.22,445.62,317.2,fig
108.25,41.88,71.17,5.91,25.51,19.4,996.08,368.18,25.13,rice
15.12,28.62,63.34,7.44,25.27,-1.26,234.11,217.15,657.23,lentil
84.90886948808819,42.38486440765558,41.30947910679944,7.53,25.91,-2.66,67.18,160.93,230.47,wheat
20.72,33.61,100.06,6.79,30.6,8.61,40.02,199.07,551.66,almond
68.0368688072753,34.795028326107,42.88698671981071,6.78,29.83,4.04,105.05,131.63,1303.71,wheat
109.2271417793968,51.38902734975007,49.24192936150307,5.58,29.6,16.44,166.63,146.08,253.53,maize
127.44900012743976,54.5393268892208,76.46467154135709,6.33,35.95,29.73,419.38,143.22,516.61,cotton
20.585330536545204,58.24140661179711,70.26735650016133,7.4,24.76,8.99,106.93,507.45,454.62,olive
120.05,59.25,208.01,6.26,31.38,26.03,1244.62,192.84,402.91,banana
33.1,53.94,19.24,7.05,29.05,3.47,74.04,136.91,503.57,chickpea
37.44,38.7,154.28,6.91,28.24,12.0,48.46,430.18,303.15,grape
41.10171300638195,39.11707854834532,58.731384194147765,7.43,28.76,13.9,66.15,584.44,553.31,olive
135.46,48.32,190.74,5.71,36.0,18.19,183.01,153.51,219.42,tomato
47.21,51.15,48.08,7.68,26.22,-0.4,72.69,83.76,587.74,chickpea
14.86,51.6,65.97,6.75,21.83,0.93,64.4,124.85,422.78,lentil
33.6,36.68,50.01,7.61,20.09,-6.02,96.14,208.01,439.54,chickpea
96.55,87.21,152.08,5.78,32.11,24.75,1248.98,355.31,382.8,banana
50.13,21.81,37.13,6.91,24.87,5.78,84.25,392.74,507.85,almond
56.55,5.48,38.22,6.81,25.97,4.08,27.09,164.08,510.98,almond
65.55,46.07,53.05,6.34,32.02,26.51,1158.88,257.8,342.51,rice
70.29846377661632,33.43620817857119,32.75592935547485,7.01,30.28,6.89,111.76,190.58,452.0,wheat
59.16,32.67,107.6,6.89,24.03,4.9,48.07,325.22,384.39,grape
109.54854767394934,58.465481727070994,70.27088647848804,6.1,34.07,27.56,405.76,89.76,400.56,cotton
65.96462072552262,49.63205483429012,34.466464776803434,6.7,24.02,-3.5,83.19,237.61,822.83,wheat
34.93,39.3,97.45,7.31,24.52,7.87,17.8,149.11,432.19,almond
131.08,35.0,86.93,5.87,36.77,30.77,1031.95,295.28,558.48,sugarcane
44.22,39.14,64.59,7.5,23.94,7.01,35.23,331.87,511.95,almond
133.36,60.56,81.3,6.05,29.89,25.61,820.77,202.41,386.94,sugarcane
103.91,75.85,159.96,5.59,29.27,22.28,1252.01,231.35,311.7,banana
34.75203538270781,36.98230346969574,65.64799169000135,6.81,27.88,13.1,51.29,322.54,475.57,olive
57.09151959307546,31.57578340508327,40.61478932481376,6.57,33.74,13.89,47.77,376.38,463.44,fig
47.36,60.13,32.18,7.01,29.43,4.2,84.98,197.66,498.31,chickpea
44.30002468988015,33.08492399508285,78.71311455067983,8.01,26.55,9.25,51.4,276.9,269.59,olive
43.74,39.7,95.67,5.94,31.64,11.22,95.81,523.42,195.56,grape
125.65,53.14,142.6,6.26,32.6,27.78,867.31,341.64,490.79,sugarcane
119.13537857834892,45.416580558973536,44.75980960848042,4.89,33.38,18.93,192.13,213.95,131.74,maize
48.85999433672754,21.916096927989205,84.71288456145007,7.78,25.06,8.42,101.35,465.47,782.28,olive
133.43782149643243,52.7457129362888,85.94210044668188,6.23,27.45,21.4,358.72,82.86,434.95,cotton
128.8737099902096,59.0367709393332,76.55877318071975,5.9,33.8,27.98,276.69,66.7,346.94,cotton
75.2123939721814,35.83729966799456,48.01430808403819,5.81,32.03,5.57,96.84,174.4,334.24,wheat
93.37293819379512,36.91918730846025,45.65855858165808,6.58,27.97,14.14,44.41,341.42,243.88,citrus
34.19161700936862,49.46232135906892,57.51851360474837,6.87,24.36,8.17,51.46,498.61,585.45,fig
128.18,68.54,138.78,5.52,28.22,23.55,987.91,237.13,338.58,sugarcane
109.36391676095998,41.847416785517936,77.146189388161,5.71,35.66,29.33,300.76,72.95,426.13,cotton
46.27,33.83,141.17,6.58,26.6,7.42,68.15,491.22,212.9,grape
101.03734058691244,48.1016823344548,41.82721222229913,6.27,27.7,12.09,236.51,165.11,118.15,maize
86.7363179604012,20.795196347891217,44.04430174917947,5.53,32.17,28.46,1748.96,305.58,273.68,mango
71.96,80.94,195.02,5.97,32.38,28.7,1107.6,400.82,310.04,banana
115.57,61.15,125.64,5.72,32.8,15.42,173.02,218.61,99.38,tomato
32.88377555196455,31.732767324446616,61.69826676557053,6.99,32.62,11.46,72.81,263.23,554.27,fig
127.8,52.37,58.27,6.19,28.71,25.25,1108.2,325.15,464.93,rice
49.13,28.84,128.07,6.52,28.19,10.8,71.94,374.02,452.58,grape
49.72,36.57,44.99,6.85,19.14,-4.07,93.88,254.08,577.51,lentil
52.32,10.66,40.25,7.76,29.78,10.73,40.24,216.77,345.73,almond
85.02788213249517,32.8905027134072,47.00430260263019,6.75,34.68,13.53,76.0,414.53,61.35,citrus
133.31,63.58,116.71,6.09,33.49,28.6,886.64,315.52,197.61,sugarcane
9.2,33.08,41.84,7.54,28.57,5.35,120.17,119.89,459.59,chickpea
46.72,43.31,47.03,7.14,22.94,-3.33,54.16,131.14,538.97,lentil
109.11423472200588,41.64882512131576,50.85899875896226,6.18,37.92,31.76,1681.28,316.42,51.75,mango
100.6,78.13,221.91,5.25,31.38,25.06,1088.75,354.01,194.59,banana
22.18695361544737,40.76732547969101,53.933481454080585,7.34,28.67,11.56,63.37,366.68,649.93,olive
42.737178215578666,22.399474483902644,42.27177132440405,7.08,24.16,6.52,97.44,412.57,580.81,fig
139.34,64.83,111.02,6.01,32.13,26.67,924.56,265.02,361.68,sugarcane
90.42789436307604,41.92073623762769,42.26086067372214,6.39,30.04,9.48,229.08,232.4,163.12,maize
26.15016475618728,27.46556359466905,64.3195216388172,6.71,33.24,14.48,128.03,511.35,769.6,olive
56.43,22.94,107.27,6.51,19.93,4.0,78.87,508.65,129.98,grape
74.66,60.15,24.33,5.26,31.33,25.62,887.7,189.76,465.96,rice
40.27,50.33,66.3,7.87,29.23,1.95,31.48,58.13,463.34,chickpea
141.33,57.79,104.5,6.04,29.95,24.48,906.52,395.73,306.88,sugarcane
44.96,45.54,29.0,7.44,27.94,1.07,33.4,57.64,428.03,lentil
47.93211982252127,56.458838049583896,56.14969425949775,7.38,26.69,8.97,74.4,426.98,112.15,olive
52.98,52.65,57.51,8.03,28.43,4.44,85.49,237.36,589.85,chickpea
129.85,50.99,105.49,5.5,27.75,21.3,935.41,356.27,382.76,rice
138.9989825041164,41.2150745917604,76.72012326197624,6.32,29.64,23.86,475.28,134.54,512.37,cotton
31.48,42.89,12.1,7.63,19.49,-3.17,68.99,117.97,463.14,lentil
129.86,70.91,106.66,6.46,34.51,29.81,910.12,245.6,119.92,sugarcane
85.29932682783723,48.06886580431072,43.9833184579147,6.4,26.45,0.27,100.49,115.23,886.92,wheat
132.22,50.29,99.24,6.03,28.27,24.59,1096.48,320.3,432.54,sugarcane
80.91498130805157,36.026245297109455,45.41394361844296,6.53,26.7,10.33,127.37,635.73,271.19,citrus
126.59187964121834,52.08383901487328,79.97478661624676,6.24,27.86,22.08,395.55,120.1,55.97,cotton
15.16,47.84,49.66,6.86,23.49,-6.7,166.3,241.03,507.51,lentil
93.91,52.56,203.87,5.68,30.97,24.36,1015.35,256.08,559.71,banana
75.84156412306537,33.56437531777209,33.78860394566155,7.09,25.63,2.17,121.65,194.02,1132.83,wheat
58.01036718398805,22.69477257716252,31.441495099967497,7.35,32.71,9.6,33.42,332.25,456.42,fig
91.44,86.98,171.79,6.3,32.53,29.14,1083.62,387.87,507.93,banana
112.69,53.22,75.33,6.11,30.09,27.34,998.01,265.17,159.83,rice
87.34955703369711,58.2640227106923,52.737979443309605,5.97,31.22,22.82,1725.2,649.04,230.37,mango
63.70320029079293,46.37954264124871,41.404206121464455,6.31,27.49,0.21,56.45,157.07,926.55,wheat
67.5532779668151,40.04037746096964,48.69522500978898,6.63,34.51,7.9,58.02,120.77,993.95,wheat
100.45947076835334,35.65107421627782,50.4365494872769,5.58,34.56,29.15,1301.69,376.18,422.36,mango
46.27159680571316,37.72261164059194,67.31116498750939,7.37,32.21,11.77,60.98,357.62,363.15,fig
32.67,30.9,85.54,6.8,15.78,-7.27,36.88,99.32,542.8,lentil
152.46,62.55,99.88,5.68,32.64,28.67,1270.27,258.98,145.32,sugarcane
170.59,54.16,127.76,5.61,27.37,21.76,872.92,272.23,304.16,sugarcane
85.9,67.7,178.6,6.84,34.24,27.65,1171.01,168.14,177.86,banana
117.8,28.57,47.09,5.66,28.01,24.59,866.89,216.39,313.13,rice
37.15836765863291,41.243586192469394,51.91789683171215,7.74,30.17,11.9,58.08,254.54,235.78,olive
149.77,68.01,120.08,5.76,33.74,30.03,818.62,254.2,565.75,sugarcane
86.53,55.01,40.44,4.69,27.18,22.67,1138.06,316.78,366.57,rice
134.45,68.85,123.36,5.87,35.3,29.22,890.63,277.99,329.31,sugarcane
76.88585601844017,31.571895382319905,36.90342212323807,5.9,25.69,-0.93,151.79,214.65,1601.15,wheat
28.82,42.9,87.38,7.72,28.34,-2.13,57.37,119.35,372.66,lentil
133.93,58.33,105.45,5.66,28.55,21.67,1015.45,330.72,83.38,sugarcane
118.09707545866824,59.3223264498551,84.04999146438155,5.82,27.4,21.71,436.51,121.32,158.92,cotton
22.44,14.04,55.52,6.51,28.17,9.82,32.03,229.61,553.89,almond
106.30109302214063,50.05442617909448,85.43726262001022,6.97,33.4,27.88,390.9,126.22,435.23,cotton
121.32884009232528,41.0303045187861,77.85141440806316,6.98,30.1,23.93,466.97,112.03,109.4,cotton
45.823693911651965,37.98090655214797,43.80719353182522,8.01,29.0,6.82,57.27,432.83,466.33,fig
51.67,14.42,110.31,6.19,25.14,4.11,54.62,248.76,249.55,grape
60.53,50.84,107.05,6.54,29.86,11.24,33.17,304.53,377.23,grape
56.4586743774724,41.67780812286496,87.0032331997503,8.01,33.89,14.17,46.26,322.33,435.5,olive
82.9612814057943,35.72727873204826,52.036196177139615,6.79,29.25,7.62,34.25,490.33,225.72,citrus
67.67,29.0,125.16,6.76,28.81,7.72,117.83,386.55,92.02,grape
83.73040480723327,36.80538216732401,48.6815278839384,5.57,36.8,30.25,970.25,193.42,472.87,mango
41.77,30.6,56.52,6.37,26.39,8.4,31.41,156.48,377.04,almond
34.23378354897966,32.56276971447965,34.25927053138825,6.4,32.87,12.77,48.74,253.23,228.14,fig
81.65223501615856,23.820903213105908,58.5992715156102,6.54,25.45,8.71,85.28,597.19,237.41,citrus
124.68,39.36,21.81,5.56,27.97,21.11,896.84,172.94,524.18,rice
77.4956236671168,44.67210587287145,33.71640751038171,6.48,19.77,-2.16,122.72,162.13,1602.1,wheat
143.47,51.34,130.34,6.52,29.44,26.5,1014.58,320.97,225.56,sugarcane
46.0,33.31,93.54,6.68,24.19,4.0,83.64,299.85,402.99,grape
102.93884271059991,59.06359233585184,46.38308919793855,6.06,32.59,16.98,234.4,240.35,200.95,maize
129.23,48.83,185.38,5.16,28.72,13.18,233.1,170.52,0.0,tomato
77.3071771063461,47.8414674346956,48.840505538181965,6.96,22.29,-0.53,98.3,120.86,1299.08,wheat
128.9,53.29,110.1,5.93,31.14,26.02,847.06,179.48,244.3,sugarcane
101.79,66.06,206.44,5.93,24.04,19.2,903.74,284.63,94.43,banana
52.614582429596986,30.97160973946545,94.55516166621956,8.89,28.66,8.11,51.62,496.48,61.34,olive
98.79954724713023,33.003270650352874,57.133876066531286,6.3,30.11,12.93,98.85,583.86,277.31,citrus
95.24,47.92,40.8,6.01,31.89,25.91,909.5,355.24,466.31,rice
62.28021814949534,17.339520838996837,62.2139311410746,7.43,32.43,13.65,63.37,497.18,659.2,olive
116.8354463132078,58.75606868456152,43.83951011718476,5.63,31.06,25.69,1291.28,318.04,177.81,mango
145.71,56.06,176.84,6.06,28.01,13.0,150.96,258.7,100.92,tomato
46.6,18.75,52.93,7.09,30.12,16.46,22.35,167.29,519.54,almond
110.74,67.15,201.67,6.12,31.27,27.66,1137.39,298.17,193.92,banana
95.92,80.34,240.25,5.75,25.55,20.8,1141.63,202.4,113.36,banana
106.59103547308472,44.42437312154912,83.26204070090338,6.55,28.27,22.66,336.25,126.32,397.89,cotton
103.89,68.96,165.28,5.88,30.59,24.83,688.64,286.33,292.21,banana
117.17966714791376,44.89585812831541,84.4136850054263,6.36,37.06,28.81,437.58,133.0,307.3,cotton
30.023685332796564,32.95531076936089,49.6742748557259,7.22,27.78,10.83,98.88,626.27,416.18,fig
17.36,39.2,48.12,7.45,21.82,-4.93,208.88,330.81,689.58,chickpea
110.43,53.37,170.54,6.34,37.12,31.36,852.64,187.33,174.73,banana
41.02,40.39,30.01,6.6,27.4,-1.12,135.8,174.87,499.73,lentil
93.0426971565742,23.99296038362668,49.20761750851955,5.79,25.9,12.75,50.82,462.15,150.41,citrus
116.34850090958076,46.757142582739,75.93834663354764,7.33,31.26,27.74,314.21,111.81,278.56,cotton
62.31010477518648,33.260339806710434,39.22530720584199,7.61,30.99,5.45,114.41,114.99,1026.66,wheat
93.7584245433427,47.784304465069134,49.764387183984766,5.63,38.96,32.52,1963.1,395.02,278.21,mango
129.83,42.59,170.78,6.51,25.71,11.62,107.97,97.25,220.21,tomato
65.96,65.14,175.65,6.18,29.59,23.83,862.69,337.86,374.26,banana
121.5,62.54,147.4,6.02,29.81,16.04,247.4,219.95,63.8,tomato
19.61,39.24,58.38,7.09,28.32,4.02,142.41,255.33,591.27,lentil
92.19,46.97,33.3,6.77,30.06,25.74,946.27,346.4,56.68,rice
82.61087677904263,44.51180484672351,38.34483997325533,6.67,33.14,1.51,76.31,224.18,781.01,wheat
76.2426164455033,31.666409564875416,56.52998724602016,6.79,33.63,14.05,67.87,471.54,232.34,citrus
54.30420272236384,21.61797748522613,60.73871182656535,7.6,29.77,14.01,46.08,361.29,399.68,fig
2.27,54.95,68.28,7.26,23.7,-1.2,87.43,129.62,676.53,lentil
87.2828459696702,38.90105038146248,35.351343995855004,6.18,21.51,0.43,86.55,174.09,385.08,wheat
32.627236889587145,35.496395311677865,38.865892584702365,6.47,33.09,11.01,84.0,485.97,473.68,fig
25.4,55.3,1.62,7.82,29.94,4.34,73.6,128.87,500.72,lentil
29.46,11.5,25.15,7.26,22.17,4.0,20.42,241.26,455.92,almond
75.31556843189699,45.07740906513437,47.831705898942886,7.5,22.77,-2.71,101.2,196.85,1625.59,wheat
144.73,62.52,162.05,6.52,26.75,9.32,228.06,179.31,0.0,tomato
81.5256745616194,33.54869368892601,48.462109625526594,6.42,24.55,11.87,83.95,510.17,215.38,citrus
128.7975857738984,40.87206767172425,71.93242939074186,6.68,30.87,26.44,393.35,98.03,328.57,cotton
125.14,55.05,126.73,5.8,25.29,13.77,263.43,244.51,0.0,tomato
86.32036874089329,39.94470143175174,45.04614281517276,5.89,28.43,12.91,61.72,516.79,153.06,citrus
0.23,43.32,56.12,7.21,26.17,0.97,64.18,98.66,681.44,lentil
54.62464133346126,16.428469441784486,85.07673546242602,7.87,32.88,15.64,44.71,263.45,321.81,olive
65.65,14.85,83.7,7.78,26.07,9.32,36.36,226.26,434.97,almond
137.12,52.39,146.5,5.72,28.38,10.47,307.88,253.51,0.0,tomato
81.56487860315589,44.27855896370612,46.912335337791504,6.75,28.48,2.83,122.45,147.5,1645.45,wheat
129.12,60.77,170.52,5.34,31.56,15.14,218.34,198.11,52.07,tomato
87.42046476109654,30.53200460926011,38.05980798873508,7.04,33.1,3.14,70.45,145.49,314.4,wheat
0.63,34.19,24.21,7.41,27.28,0.49,98.14,158.06,664.44,chickpea
79.27868264844048,33.5744207193431,30.612265597941576,6.62,26.7,-2.11,49.15,116.19,453.19,wheat
56.61,12.84,13.38,7.86,28.89,12.09,57.55,254.21,476.09,almond
148.78,39.29,85.49,6.38,29.93,23.58,798.74,261.74,12.98,sugarcane
49.01549456205972,35.14218426141055,40.77960200533454,6.86,27.31,9.41,44.03,242.67,362.96,fig
119.83,57.56,83.16,5.81,26.64,20.82,1089.23,266.28,353.9,rice
89.49,77.13,210.48,5.76,27.29,23.54,933.46,233.79,134.93,banana
142.74,34.72,154.17,6.22,27.22,11.24,227.75,140.0,62.79,tomato
28.33,47.38,67.16,6.31,28.42,-0.33,90.06,120.62,486.01,lentil
41.49655386950741,34.05008148689389,93.81971736186466,8.44,25.09,11.28,57.95,502.12,42.78,olive
42.98,36.97,106.4,6.62,27.03,9.47,102.67,465.99,318.57,grape
107.69532724897,58.097854009958326,87.89331441288925,6.44,30.88,25.23,337.44,98.36,347.98,cotton
116.32528226242523,48.76687691368501,48.02429655422658,5.3,37.78,32.66,1760.23,403.04,304.99,mango
132.87485419483383,50.311278894429904,83.54231943563185,6.02,28.26,24.94,470.84,115.57,270.35,cotton
30.52,65.81,50.1,6.27,19.27,-4.23,109.77,226.27,564.8,lentil
117.79502567642176,42.50808021484271,55.91126725004539,5.64,37.36,30.71,1535.74,564.05,256.14,mango
68.37,8.22,54.87,7.29,25.18,8.48,58.21,286.87,331.39,almond
74.92,82.3,155.97,4.95,33.79,26.24,1064.18,390.88,480.03,banana
113.04529308064664,53.41861585908218,82.96220817752582,7.43,31.05,27.32,329.12,110.17,211.46,cotton
0.0,45.02,39.84,7.03,22.92,-1.54,106.36,116.15,452.69,lentil
53.64833111972162,18.805442014375704,90.7674526318139,8.87,27.33,11.09,44.12,214.7,221.13,olive
80.22977173293154,39.420544858645485,38.93302861012279,7.04,30.82,5.49,105.34,135.98,1342.54,wheat
57.43849363545574,24.486479556708336,39.70859947194333,7.48,27.92,10.68,93.09,462.5,430.64,fig
36.25955739475293,23.11518158332783,69.66692211326713,7.55,25.66,11.31,33.53,244.01,533.87,fig
28.61,50.87,89.19,7.33,31.88,4.57,125.5,183.91,453.51,chickpea
18.98,9.66,64.91,6.73,30.04,10.29,11.69,118.38,648.15,almond
33.76905871277093,42.30811299930626,50.96880331235356,7.72,27.84,11.95,41.48,576.52,548.8,olive
81.64213240151864,48.67188343824161,33.61716033160106,6.76,33.29,7.57,147.4,172.66,257.66,wheat
34.41,59.41,46.05,7.04,30.39,2.72,70.67,164.36,432.13,chickpea
67.81507354362195,36.841469135096034,32.854681402977626,7.14,25.49,-0.45,94.53,161.58,1786.68,wheat
63.84,53.03,50.95,8.23,29.51,4.88,94.7,93.1,364.8,chickpea
107.62441424962466,57.37354942420576,40.25352835116981,6.91,38.01,17.48,291.42,187.81,0.0,maize
8.91,49.69,86.54,7.76,23.39,-4.98,118.16,114.38,528.6,chickpea
